dataset	tax_level	analysis_role	variable	variable_display	taxon	rho	p_value	n_samples	FDR_p_value	direction	raw_p_significance	FDR_p_significance
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Catonella	-0.004207859204768292	0.9844312587520078	24	0.9844312587520078	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Eikenella	0.8336236624557629	4.22286969920725e-07	24	5.489730608969424e-06	Positive	p<0.001	p<0.001
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Fusobacterium	0.18280810545160028	0.39254956707620703	24	0.5670160413322991	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Granulicatella	-0.570866232113565	0.003575996612912174	24	0.023243977983929128	Negative	p<0.005	p<0.05
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Neisseria	0.07387130603926559	0.7315653856784794	24	0.7925291678183526	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Peptoniphilus	0.23002963652733335	0.2795479990101557	24	0.5228998928132772	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Prevotella_7	-0.13231379499438078	0.5376843116989156	24	0.6989896052085902	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:TM7x	0.2510689325511748	0.23665333956041681	24	0.5228998928132772	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:Veillonella	-0.28706950574752577	0.173797279777613	24	0.5228998928132772	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Genus:[Eubacterium]_saphenum_group	0.20478248129872362	0.3371084021184543	24	0.5478011534424881	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	BMI_kg_m2	BMI kg m2	Unclassified_Genus	0.10239124064936181	0.6340107821206442	24	0.7492854697789432	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Campylobacter	0.4778257896970217	0.018200860134499848	24	0.078870393916166	Positive	p<0.05	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Candidatus_Saccharimonas	0.33569365655818156	0.1087802245097802	24	0.2828285837254285	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Catonella	0.17252222739550002	0.42016476291823013	24	0.45517849316141595	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Eikenella	0.6363218197432942	0.0008297663147791577	24	0.01078696209212905	Positive	p<0.001	p<0.05
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Fusobacterium	-0.3960063051598604	0.05541398508234777	24	0.18009545151763026	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Granulicatella	-0.5175666821865	0.009589279567422504	24	0.062330317188246276	Negative	p<0.01	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Neisseria	0.22909455670405154	0.28156148074561077	24	0.42517202192010584	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Peptoniphilus	0.05049431045721951	0.8147411031983607	24	0.8147411031983607	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Prevotella_7	-0.2155358992664648	0.3117817481912205	24	0.42517202192010584	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:TM7x	0.2089903405034919	0.3270554014770045	24	0.42517202192010584	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:Veillonella	-0.2403155145834336	0.25800171363305635	24	0.42517202192010584	Negative	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Genus:[Eubacterium]_saphenum_group	0.21039296023841464	0.323745079152607	24	0.42517202192010584	Positive	NS	NS
PRJNA255332	Genus	METADATA_CORRELATION	Alcohol_days_per_week	Alcohol days per week	Unclassified_Genus	0.17813270633519107	0.4049726919392751	24	0.45517849316141595	Positive	NS	NS
